Code,Area,Year,,Year_adj,Sex,Pupils,Attainment8,Progress8
E09000032,Wandsworth,2017/18,2017,2017,Boys,891,48.9,0.15
E09000032,Wandsworth,2017/18,2017,2017,Girls,816,52.9,0.46
E09000033,Westminster,2017/18,2017,2017,All,1495,52.9,0.47
E09000033,Westminster,2017/18,2017,2017,Boys,743,48,0.13
E09000033,Westminster,2017/18,2017,2017,Girls,752,57.8,0.81
E09000002,Barking and Dagenham,2018/19,2018,2018,All,2353,46.4,0.16
E09000002,Barking and Dagenham,2018/19,2018,2018,Boys,1245,43.7,-0.06
E09000002,Barking and Dagenham,2018/19,2018,2018,Girls ,1108,49.4,0.4
E09000003,Barnet,2018/19,2018,2018,All,3804,57.1,0.57
E09000003,Barnet,2018/19,2018,2018,Boys,1986,54.9,0.35
E09000003,Barnet,2018/19,2018,2018,Girls ,1818,59.4,0.82
E09000004,Bexley,2018/19,2018,2018,All,3115,49.6,-0.09
E09000004,Bexley,2018/19,2018,2018,Boys,1577,46.8,-0.35
E09000004,Bexley,2018/19,2018,2018,Girls ,1538,52.5,0.16
E09000005,Brent,2018/19,2018,2018,All,3038,50.2,0.47
E09000005,Brent,2018/19,2018,2018,Boys,1525,47.2,0.18
E09000005,Brent,2018/19,2018,2018,Girls ,1513,53.2,0.76
E09000006,Bromley,2018/19,2018,2018,All,3312,50.8,0.03
E09000006,Bromley,2018/19,2018,2018,Boys,1599,47.5,-0.29
E09000006,Bromley,2018/19,2018,2018,Girls ,1713,54,0.33
E09000007,Camden,2018/19,2018,2018,All,1571,48.6,0.09
E09000007,Camden,2018/19,2018,2018,Boys,646,42.7,-0.42
E09000007,Camden,2018/19,2018,2018,Girls ,925,52.7,0.45
E09000001,City of London,2018/19,2018,2018,All,.,.,.
E09000001,City of London,2018/19,2018,2018,Boys,.,.,.
E09000001,City of London,2018/19,2018,2018,Girls ,.,.,.
E09000008,Croydon,2018/19,2018,2018,All,3640,45.5,0.07
E09000008,Croydon,2018/19,2018,2018,Boys,1802,42.4,-0.17
E09000008,Croydon,2018/19,2018,2018,Girls ,1838,48.5,0.31
E09000009,Ealing,2018/19,2018,2018,All,2956,50.9,0.58
E09000009,Ealing,2018/19,2018,2018,Boys,1507,47.9,0.32
E09000009,Ealing,2018/19,2018,2018,Girls ,1449,54.1,0.84
E09000010,Enfield,2018/19,2018,2018,All,3606,46.5,0.12
E09000010,Enfield,2018/19,2018,2018,Boys,1840,43.7,-0.16
E09000010,Enfield,2018/19,2018,2018,Girls ,1766,49.4,0.42
E09000011,Greenwich,2018/19,2018,2018,All,2364,45.3,-0.18
E09000011,Greenwich,2018/19,2018,2018,Boys,1171,42.7,-0.39
E09000011,Greenwich,2018/19,2018,2018,Girls ,1193,47.8,0.03
E09000012,Hackney,2018/19,2018,2018,All,2230,49.2,0.29
E09000012,Hackney,2018/19,2018,2018,Boys,1049,45.8,-0.04
E09000012,Hackney,2018/19,2018,2018,Girls ,1181,52.3,0.58
E09000013,Hammersmith and Fulham,2018/19,2018,2018,All,1326,53.9,0.27
E09000013,Hammersmith and Fulham,2018/19,2018,2018,Boys,632,50.4,-0.1
E09000013,Hammersmith and Fulham,2018/19,2018,2018,Girls ,694,57.1,0.59
E09000014,Haringey,2018/19,2018,2018,All,2336,46.9,0.24
E09000014,Haringey,2018/19,2018,2018,Boys,1212,44.1,0.02
E09000014,Haringey,2018/19,2018,2018,Girls ,1124,49.9,0.47
E09000015,Harrow,2018/19,2018,2018,All,2210,50.9,0.39
E09000015,Harrow,2018/19,2018,2018,Boys,1095,47.2,0.04
E09000015,Harrow,2018/19,2018,2018,Girls ,1115,54.7,0.71
E09000016,Havering,2018/19,2018,2018,All,2829,48.5,-0.05
E09000016,Havering,2018/19,2018,2018,Boys,1408,46,-0.29
E09000016,Havering,2018/19,2018,2018,Girls ,1421,51,0.2
E09000017,Hillingdon,2018/19,2018,2018,All,3203,47.7,0.11
E09000017,Hillingdon,2018/19,2018,2018,Boys,1679,44.2,-0.18
E09000017,Hillingdon,2018/19,2018,2018,Girls ,1524,51.5,0.42
E09000018,Hounslow,2018/19,2018,2018,All,2731,49.3,0.37
E09000018,Hounslow,2018/19,2018,2018,Boys,1396,46.5,0.12
E09000018,Hounslow,2018/19,2018,2018,Girls ,1335,52.2,0.62
E09000019,Islington,2018/19,2018,2018,All,1465,45.8,0.03
E09000019,Islington,2018/19,2018,2018,Boys,786,44.2,-0.14
E09000019,Islington,2018/19,2018,2018,Girls ,679,47.8,0.22
E09000020,Kensington and Chelsea,2018/19,2018,2018,All,867,53.6,0.32
E09000020,Kensington and Chelsea,2018/19,2018,2018,Boys,483,53.1,0.13
E09000020,Kensington and Chelsea,2018/19,2018,2018,Girls ,384,54.2,0.56
E09000021,Kingston upon Thames,2018/19,2018,2018,All,1550,56.9,0.46
E09000021,Kingston upon Thames,2018/19,2018,2018,Boys,742,53.8,0.21
E09000021,Kingston upon Thames,2018/19,2018,2018,Girls ,808,59.7,0.69
E09000022,Lambeth,2018/19,2018,2018,All,2189,44.1,-0.04
E09000022,Lambeth,2018/19,2018,2018,Boys,1099,41.3,-0.34
E09000022,Lambeth,2018/19,2018,2018,Girls ,1090,47,0.26
E09000023,Lewisham,2018/19,2018,2018,All,2187,43.7,-0.27
E09000023,Lewisham,2018/19,2018,2018,Boys,1123,40.4,-0.49
E09000023,Lewisham,2018/19,2018,2018,Girls ,1064,47.2,-0.03
E09000024,Merton,2018/19,2018,2018,All,1455,51.1,0.55
E09000024,Merton,2018/19,2018,2018,Boys,742,48.6,0.38
E09000024,Merton,2018/19,2018,2018,Girls ,713,53.7,0.72
E09000025,Newham,2018/19,2018,2018,All,3933,48.8,0.23
E09000025,Newham,2018/19,2018,2018,Boys,1970,46.6,0
E09000025,Newham,2018/19,2018,2018,Girls ,1963,51,0.44
E09000026,Redbridge,2018/19,2018,2018,All,3687,54,0.5
E09000026,Redbridge,2018/19,2018,2018,Boys,1889,51.3,0.26
E09000026,Redbridge,2018/19,2018,2018,Girls ,1798,56.9,0.74
E09000027,Richmond upon Thames,2018/19,2018,2018,All,1586,54.1,0.3
E09000027,Richmond upon Thames,2018/19,2018,2018,Boys,804,51.3,0.04
E09000027,Richmond upon Thames,2018/19,2018,2018,Girls ,782,56.9,0.56
E09000028,Southwark,2018/19,2018,2018,All,2509,49.5,0.25
E09000028,Southwark,2018/19,2018,2018,Boys,1206,47.1,0.04
E09000028,Southwark,2018/19,2018,2018,Girls ,1303,51.7,0.43
E09000029,Sutton,2018/19,2018,2018,All,2796,58.6,0.38
E09000029,Sutton,2018/19,2018,2018,Boys,1446,56.9,0.19
E09000029,Sutton,2018/19,2018,2018,Girls ,1350,60.4,0.57
E09000030,Tower Hamlets,2018/19,2018,2018,All,2808,48.4,0.24
E09000030,Tower Hamlets,2018/19,2018,2018,Boys,1375,45.9,0.01
E09000030,Tower Hamlets,2018/19,2018,2018,Girls ,1433,50.7,0.46
E09000031,Waltham Forest,2018/19,2018,2018,All,2605,46.2,0.11
E09000031,Waltham Forest,2018/19,2018,2018,Boys,1307,41.9,-0.24
E09000031,Waltham Forest,2018/19,2018,2018,Girls ,1298,50.6,0.46
E09000032,Wandsworth,2018/19,2018,2018,All,1785,49.4,0.26
E09000032,Wandsworth,2018/19,2018,2018,Boys,915,47.1,0.1
E09000032,Wandsworth,2018/19,2018,2018,Girls ,870,51.8,0.44
E09000033,Westminster,2018/19,2018,2018,All,1655,53.4,0.48
E09000033,Westminster,2018/19,2018,2018,Boys,811,49.4,0.18
E09000033,Westminster,2018/19,2018,2018,Girls ,844,57.2,0.78
E09000002,Barking and Dagenham,2019/20,2019,2019,All,2525,49.7,.
E09000002,Barking and Dagenham,2019/20,2019,2019,Boys,1294,46.8,.
E09000002,Barking and Dagenham,2019/20,2019,2019,Girls ,1231,52.7,.
E09000003,Barnet,2019/20,2019,2019,All,4010,60.1,.
E09000003,Barnet,2019/20,2019,2019,Boys,2048,58.1,.
E09000003,Barnet,2019/20,2019,2019,Girls ,1962,62.1,.
E09000004,Bexley,2019/20,2019,2019,All,3150,53.5,.
E09000004,Bexley,2019/20,2019,2019,Boys,1630,51,.
E09000004,Bexley,2019/20,2019,2019,Girls ,1520,56.1,.
E09000005,Brent,2019/20,2019,2019,All,3078,53.1,.
E09000005,Brent,2019/20,2019,2019,Boys,1616,51,.
E09000005,Brent,2019/20,2019,2019,Girls ,1462,55.5,.
E09000006,Bromley,2019/20,2019,2019,All,3411,54.5,.
E09000006,Bromley,2019/20,2019,2019,Boys,1637,51.4,.
E09000006,Bromley,2019/20,2019,2019,Girls ,1774,57.5,.
E09000007,Camden,2019/20,2019,2019,All,1573,52.2,.
E09000007,Camden,2019/20,2019,2019,Boys,682,47.8,.
E09000007,Camden,2019/20,2019,2019,Girls ,891,55.5,.
E09000001,City of London,2019/20,2019,2019,All,.,.,.
E09000001,City of London,2019/20,2019,2019,Boys,.,.,.
E09000001,City of London,2019/20,2019,2019,Girls ,.,.,.
E09000008,Croydon,2019/20,2019,2019,All,3755,48.9,.
E09000008,Croydon,2019/20,2019,2019,Boys,1886,45,.
E09000008,Croydon,2019/20,2019,2019,Girls ,1869,52.8,.
E09000009,Ealing,2019/20,2019,2019,All,3043,53.5,.
E09000009,Ealing,2019/20,2019,2019,Boys,1525,50.2,.
E09000009,Ealing,2019/20,2019,2019,Girls ,1518,56.8,.
E09000010,Enfield,2019/20,2019,2019,All,3767,49.8,.
E09000010,Enfield,2019/20,2019,2019,Boys,1942,47.1,.
E09000010,Enfield,2019/20,2019,2019,Girls ,1825,52.8,.
E09000011,Greenwich,2019/20,2019,2019,All,2448,50.2,.
E09000011,Greenwich,2019/20,2019,2019,Boys,1184,48.3,.
E09000011,Greenwich,2019/20,2019,2019,Girls ,1264,52,.
E09000012,Hackney,2019/20,2019,2019,All,2286,53.2,.
E09000012,Hackney,2019/20,2019,2019,Boys,1062,50.7,.
E09000012,Hackney,2019/20,2019,2019,Girls ,1224,55.4,.
E09000013,Hammersmith and Fulham,2019/20,2019,2019,All,1458,56.1,.
E09000013,Hammersmith and Fulham,2019/20,2019,2019,Boys,731,52.8,.
E09000013,Hammersmith and Fulham,2019/20,2019,2019,Girls ,727,59.4,.
E09000014,Haringey,2019/20,2019,2019,All,2484,51.4,.
E09000014,Haringey,2019/20,2019,2019,Boys,1300,48.6,.
E09000014,Haringey,2019/20,2019,2019,Girls ,1184,54.5,.
E09000015,Harrow,2019/20,2019,2019,All,2334,53.4,.
E09000015,Harrow,2019/20,2019,2019,Boys,1168,49.5,.
E09000015,Harrow,2019/20,2019,2019,Girls ,1166,57.2,.
E09000016,Havering,2019/20,2019,2019,All,2842,51.9,.
E09000016,Havering,2019/20,2019,2019,Boys,1451,50.1,.
E09000016,Havering,2019/20,2019,2019,Girls ,1391,53.8,.
E09000017,Hillingdon,2019/20,2019,2019,All,3301,52.1,.
E09000017,Hillingdon,2019/20,2019,2019,Boys,1718,48.7,.
E09000017,Hillingdon,2019/20,2019,2019,Girls ,1583,55.7,.
E09000018,Hounslow,2019/20,2019,2019,All,2916,52.6,.
E09000018,Hounslow,2019/20,2019,2019,Boys,1478,49.9,.
E09000018,Hounslow,2019/20,2019,2019,Girls ,1438,55.3,.
E09000019,Islington,2019/20,2019,2019,All,1471,49.7,.
E09000019,Islington,2019/20,2019,2019,Boys,808,48.2,.
E09000019,Islington,2019/20,2019,2019,Girls ,663,51.6,.
E09000020,Kensington and Chelsea,2019/20,2019,2019,All,899,58,.
E09000020,Kensington and Chelsea,2019/20,2019,2019,Boys,480,58.3,.
E09000020,Kensington and Chelsea,2019/20,2019,2019,Girls ,419,57.8,.
E09000021,Kingston upon Thames,2019/20,2019,2019,All,1767,58.9,.
E09000021,Kingston upon Thames,2019/20,2019,2019,Boys,861,56.4,.
E09000021,Kingston upon Thames,2019/20,2019,2019,Girls ,906,61.3,.
E09000022,Lambeth,2019/20,2019,2019,All,2250,49.3,.
E09000022,Lambeth,2019/20,2019,2019,Boys,1141,45.8,.
E09000022,Lambeth,2019/20,2019,2019,Girls ,1109,52.8,.
E09000023,Lewisham,2019/20,2019,2019,All,2305,48.4,.
E09000023,Lewisham,2019/20,2019,2019,Boys,1174,45.3,.
E09000023,Lewisham,2019/20,2019,2019,Girls ,1131,51.7,.
E09000024,Merton,2019/20,2019,2019,All,1555,53.1,.
E09000024,Merton,2019/20,2019,2019,Boys,806,50.5,.
E09000024,Merton,2019/20,2019,2019,Girls ,749,55.9,.
E09000025,Newham,2019/20,2019,2019,All,4079,53.1,.
E09000025,Newham,2019/20,2019,2019,Boys,2056,50.8,.
E09000025,Newham,2019/20,2019,2019,Girls ,2023,55.5,.
E09000026,Redbridge,2019/20,2019,2019,All,3815,56,.
E09000026,Redbridge,2019/20,2019,2019,Boys,1954,53.7,.
E09000026,Redbridge,2019/20,2019,2019,Girls ,1861,58.4,.
E09000027,Richmond upon Thames,2019/20,2019,2019,All,1667,57.5,.
E09000027,Richmond upon Thames,2019/20,2019,2019,Boys,838,54.3,.
E09000027,Richmond upon Thames,2019/20,2019,2019,Girls ,829,60.6,.
E09000028,Southwark,2019/20,2019,2019,All,2659,53.7,.
E09000028,Southwark,2019/20,2019,2019,Boys,1311,51.3,.
E09000028,Southwark,2019/20,2019,2019,Girls ,1348,56.1,.
E09000029,Sutton,2019/20,2019,2019,All,2920,61.3,.
E09000029,Sutton,2019/20,2019,2019,Boys,1467,59.6,.
E09000029,Sutton,2019/20,2019,2019,Girls ,1453,63.1,.
E09000030,Tower Hamlets,2019/20,2019,2019,All,3082,50.1,.
E09000030,Tower Hamlets,2019/20,2019,2019,Boys,1479,47.9,.
E09000030,Tower Hamlets,2019/20,2019,2019,Girls ,1603,52.1,.
E09000031,Waltham Forest,2019/20,2019,2019,All,2693,50,.
E09000031,Waltham Forest,2019/20,2019,2019,Boys,1350,47,.
E09000031,Waltham Forest,2019/20,2019,2019,Girls ,1343,53.1,.
E09000032,Wandsworth,2019/20,2019,2019,All,1865,52.7,.
E09000032,Wandsworth,2019/20,2019,2019,Boys,987,49.8,.
E09000032,Wandsworth,2019/20,2019,2019,Girls ,878,55.8,.
E09000033,Westminster,2019/20,2019,2019,All,1721,57.1,.
E09000033,Westminster,2019/20,2019,2019,Boys,862,53.2,.
E09000033,Westminster,2019/20,2019,2019,Girls ,859,60.9,.
E09000002,Barking and Dagenham,2020/21,2020,2020,All,2805,50.5,.
E09000002,Barking and Dagenham,2020/21,2020,2020,Boys,1451,46.9,.
E09000002,Barking and Dagenham,2020/21,2020,2020,Girls ,1354,54.3,.
E09000003,Barnet,2020/21,2020,2020,All,4100,60.8,.
E09000003,Barnet,2020/21,2020,2020,Boys,2103,58.6,.
E09000003,Barnet,2020/21,2020,2020,Girls ,1997,63.1,.
E09000004,Bexley,2020/21,2020,2020,All,3262,54,.
E09000004,Bexley,2020/21,2020,2020,Boys,1690,52.3,.
E09000004,Bexley,2020/21,2020,2020,Girls ,1572,55.8,.
E09000005,Brent,2020/21,2020,2020,All,3160,53.7,.
E09000005,Brent,2020/21,2020,2020,Boys,1614,51.4,.
E09000005,Brent,2020/21,2020,2020,Girls ,1546,56.1,.
E09000006,Bromley,2020/21,2020,2020,All,3356,55.2,.
E09000006,Bromley,2020/21,2020,2020,Boys,1654,52.7,.
E09000006,Bromley,2020/21,2020,2020,Girls ,1702,57.7,.
E09000007,Camden,2020/21,2020,2020,All,1644,53.1,.
E09000007,Camden,2020/21,2020,2020,Boys,728,48,.
E09000007,Camden,2020/21,2020,2020,Girls ,916,57.2,.
E09000001,City of London,2020/21,2020,2020,All,.,.,.
E09000001,City of London,2020/21,2020,2020,Boys,.,.,.
E09000001,City of London,2020/21,2020,2020,Girls ,.,.,.
E09000008,Croydon,2020/21,2020,2020,All,3831,50,.
E09000008,Croydon,2020/21,2020,2020,Boys,1896,46.1,.
E09000008,Croydon,2020/21,2020,2020,Girls ,1935,53.8,.
E09000009,Ealing,2020/21,2020,2020,All,3276,53.6,.
E09000009,Ealing,2020/21,2020,2020,Boys,1657,50.3,.
E09000009,Ealing,2020/21,2020,2020,Girls ,1619,56.9,.
E09000010,Enfield,2020/21,2020,2020,All,3783,51.1,.
E09000010,Enfield,2020/21,2020,2020,Boys,1997,48,.
E09000010,Enfield,2020/21,2020,2020,Girls ,1786,54.6,.
E09000011,Greenwich,2020/21,2020,2020,All,2695,51.2,.
E09000011,Greenwich,2020/21,2020,2020,Boys,1332,48.1,.
E09000011,Greenwich,2020/21,2020,2020,Girls ,1363,54.1,.
E09000012,Hackney,2020/21,2020,2020,All,2331,54,.
E09000012,Hackney,2020/21,2020,2020,Boys,1110,50.1,.
E09000012,Hackney,2020/21,2020,2020,Girls ,1221,57.6,.
E09000013,Hammersmith and Fulham,2020/21,2020,2020,All,1458,58.1,.
E09000013,Hammersmith and Fulham,2020/21,2020,2020,Boys,710,55,.
E09000013,Hammersmith and Fulham,2020/21,2020,2020,Girls ,748,61,.
E09000014,Haringey,2020/21,2020,2020,All,2514,51.4,.
E09000014,Haringey,2020/21,2020,2020,Boys,1287,49.2,.
E09000014,Haringey,2020/21,2020,2020,Girls ,1227,53.7,.
E09000015,Harrow,2020/21,2020,2020,All,2521,54.8,.
E09000015,Harrow,2020/21,2020,2020,Boys,1234,51,.
E09000015,Harrow,2020/21,2020,2020,Girls ,1287,58.4,.
E09000016,Havering,2020/21,2020,2020,All,2882,52.2,.
E09000016,Havering,2020/21,2020,2020,Boys,1422,49.3,.
E09000016,Havering,2020/21,2020,2020,Girls ,1460,55,.
E09000017,Hillingdon,2020/21,2020,2020,All,3420,52.8,.
E09000017,Hillingdon,2020/21,2020,2020,Boys,1779,50.4,.
E09000017,Hillingdon,2020/21,2020,2020,Girls ,1641,55.4,.
E09000018,Hounslow,2020/21,2020,2020,All,2916,53.9,.
E09000018,Hounslow,2020/21,2020,2020,Boys,1455,51,.
E09000018,Hounslow,2020/21,2020,2020,Girls ,1461,56.7,.
E09000019,Islington,2020/21,2020,2020,All,1493,52.2,.
E09000019,Islington,2020/21,2020,2020,Boys,797,50.8,.
E09000019,Islington,2020/21,2020,2020,Girls ,696,53.8,.
E09000020,Kensington and Chelsea,2020/21,2020,2020,All,896,57.9,.
E09000020,Kensington and Chelsea,2020/21,2020,2020,Boys,496,57,.
E09000020,Kensington and Chelsea,2020/21,2020,2020,Girls ,400,59,.
E09000021,Kingston upon Thames,2020/21,2020,2020,All,1828,61.4,.
E09000021,Kingston upon Thames,2020/21,2020,2020,Boys,890,58.9,.
E09000021,Kingston upon Thames,2020/21,2020,2020,Girls ,938,63.8,.
E09000022,Lambeth,2020/21,2020,2020,All,2264,51.3,.
E09000022,Lambeth,2020/21,2020,2020,Boys,1136,48.6,.
E09000022,Lambeth,2020/21,2020,2020,Girls ,1128,54,.
E09000023,Lewisham,2020/21,2020,2020,All,2340,49.1,.
E09000023,Lewisham,2020/21,2020,2020,Boys,1236,45.4,.
E09000023,Lewisham,2020/21,2020,2020,Girls ,1104,53.2,.
E09000024,Merton,2020/21,2020,2020,All,1555,53.2,.
E09000024,Merton,2020/21,2020,2020,Boys,784,51,.
E09000024,Merton,2020/21,2020,2020,Girls ,771,55.4,.
E09000025,Newham,2020/21,2020,2020,All,4311,54.5,.
E09000025,Newham,2020/21,2020,2020,Boys,2201,52,.
E09000025,Newham,2020/21,2020,2020,Girls ,2110,57.2,.
E09000026,Redbridge,2020/21,2020,2020,All,3874,56.8,.
E09000026,Redbridge,2020/21,2020,2020,Boys,2041,54.1,.
E09000026,Redbridge,2020/21,2020,2020,Girls ,1833,59.8,.
E09000027,Richmond upon Thames,2020/21,2020,2020,All,1736,58.1,.
E09000027,Richmond upon Thames,2020/21,2020,2020,Boys,887,55.2,.
E09000027,Richmond upon Thames,2020/21,2020,2020,Girls ,849,61,.
E09000028,Southwark,2020/21,2020,2020,All,3002,55,.
E09000028,Southwark,2020/21,2020,2020,Boys,1486,52.4,.
E09000028,Southwark,2020/21,2020,2020,Girls ,1516,57.5,.
E09000029,Sutton,2020/21,2020,2020,All,3048,62,.
E09000029,Sutton,2020/21,2020,2020,Boys,1558,60.6,.
E09000029,Sutton,2020/21,2020,2020,Girls ,1490,63.6,.
E09000030,Tower Hamlets,2020/21,2020,2020,All,2967,51.7,.
E09000030,Tower Hamlets,2020/21,2020,2020,Boys,1486,48.6,.
E09000030,Tower Hamlets,2020/21,2020,2020,Girls ,1481,54.8,.
E09000031,Waltham Forest,2020/21,2020,2020,All,2707,51.5,.
E09000031,Waltham Forest,2020/21,2020,2020,Boys,1422,48.4,.
E09000031,Waltham Forest,2020/21,2020,2020,Girls ,1285,55,.
E09000032,Wandsworth,2020/21,2020,2020,All,1919,52.2,.
E09000032,Wandsworth,2020/21,2020,2020,Boys,1003,49.2,.
E09000032,Wandsworth,2020/21,2020,2020,Girls ,916,55.4,.
E09000033,Westminster,2020/21,2020,2020,All,1752,57.6,.
E09000033,Westminster,2020/21,2020,2020,Boys,872,54.1,.
E09000033,Westminster,2020/21,2020,2020,Girls ,880,61,.
